nom,auteur,editeur,nb_joueurs,age_min,duree,type_jeu,notice,themes,description,image,logo
Vivarium,Frédéric Vuagnat,Studio H,2 à 4 joueurs,10 ans,30 mn,Tout public,https://www.gigamic.com/files/catalog/products/rules/vivarium_rulebook_fr_web.pdf,"Nature, Animaux","1898, Sibérie, le sismologue Edgar Vuntaf découvre un continent vierge de toute présence humaine, abritant une vie foisonnante, sous des formes jamais rencontrées auparavant ! Face à cette bouleversante découverte, l’élite scientifique mondiale, réunie à Paris pour l’Exposition Universelle, fonde en hâte la première société savante internationale : « Le Vivarium ». Explorateurs, zoologistes, botanistes, cartographes… vous êtes missionnés pour recenser les fascinantes espèces de ce mystérieux continent, et remplir au mieux les requêtes de vos commanditaires. Pour la science et pour le Vivarium !",https://www.gigamic.com/files/catalog/products/images/product/gigamic_stviv_vivarium_box-left_3616450014879_bd.webp,https://cf.geekdo-images.com/IALiXfLAr4S63_BiaUo5Mw__itemrep/img/23zI646WO5CpzpvaLyLHaOKo0fM=/fit-in/246x300/filters:strip_icc()/pic4972566.jpg
Maître Renard,Frédéric Vuagnat,Studio H,2 à 4 joueurs,7 ans,30 mn,Enfants,https://regle.escaleajeux.fr/mrena_rg.pdf,Fable,"Le célèbre Maître Renard se fait vieux et cherche son successeur parmi les intrépides voleurs de la forêt. C'est peut-être votre chance de prouver votre talent de voleur et de prendre sa place ! Pour impressionner le vieux renard, vous devez accomplir les missions qu'il vous confiera et lui rapporter le plus gros butin de la chaumière voisine. Mais tu n'es pas le seul jeune renard ambitieux dans le coin...",https://cdn1.philibertnet.com/429119-large_default/maitre-renard.jpg,https://cf.geekdo-images.com/IALiXfLAr4S63_BiaUo5Mw__itemrep/img/23zI646WO5CpzpvaLyLHaOKo0fM=/fit-in/246x300/filters:strip_icc()/pic4972566.jpg
AracKhan Wars," Mickaël Bour, Robert Palmer",Nothing But Games,2 à 4 joueurs,14 ans,45 mn,Initiés,https://drive.google.com/file/d/1J8cA6n4o_uFYXQf1G1UgZBdwrcHlobGK/view?usp=share_link,Fantastique,AracKhan Wars est un jeu de cartes tactique où deux joueurs s'affrontent en duels épiques. Prenez le contrôle d'une province d'AracKhan et défiez votre adversaire sur le champ de bataille ! Lancez l'assaut de votre armée de 23 cartes ! Lancez des sorts ! Jouez prudemment vos cartes et déjouez les plans de votre adversaire. Vos talents de stratège seront aussi importants que la valeur de vos cartes. Il n'y aura qu'un vainqueur qui émergera du 9ème round !,https://cf.geekdo-images.com/mi3ZaJ8kIHiTdDzHuJBcew__itemrep/img/x2g_c0JDKTtohqEWItxE0SDbAb4=/fit-in/246x300/filters:strip_icc()/pic6203741.jpg,"https://static.wixstatic.com/media/c79105_c2d6f6164f7240488122784a6c4b8ec9~mv2.jpg/v1/fill/w_978,h_620,al_c,q_85,enc_auto/Site%20en%20construction%20-"
Aïe Aïe Burrito,"Elan Lee, Matthew Inman, Brian S. Spence",Exploding Kittens,2 à 6 joueurs,7 ans,30 mn,Ambiance,https://dumekj556jp75.cloudfront.net/ttb/burrito-french.pdf,Alimentation,Le jeu d'ambiance Aïe Aïe Burrito est le premier jeu de cartes au monde de balle au prisonnier. Collectez des cartes. Jouez votre main. Lancez des objets sur vos amis.,https://cdn1.philibertnet.com/484301-large_default/throw-throw-burrito.jpg,https://th.bing.com/th?id=OIP.lmwyhwkn6Lvc9lYPo4am6AHaHa&w=250&h=250&c=8&rs=1&qlt=90&o=6&pid=3.1&rm=2
Aïe Aïe Avocat,"Elan Lee, Matthew Inman, Brian S. Spence",Exploding Kittens,2 à 6 joueurs,7 ans,30 mn,Ambiance,,Alimentation,Le jeu d'ambiance Aïe Aïe Avocat est un jeu de cartes de balle au prisonnier. Collectez des cartes. Jouez votre main. Lancez des objets sur vos amis.,https://cdn1.philibertnet.com/570343-large_default/aie-aie-avocat.jpg,https://th.bing.com/th?id=OIP.lmwyhwkn6Lvc9lYPo4am6AHaHa&w=250&h=250&c=8&rs=1&qlt=90&o=6&pid=3.1&rm=2
Mantis,"Jeremy Posner, Ken Gruhl",Exploding Kittens,2 à 6 joueurs,7 ans,30 mn,Ambiance,https://ek-instructions.s3.amazonaws.com/mantis/Mantis_Instructions.pdf,Animaux,"Mantis est un jeu de cartes coloré et impitoyable, simple et profond.",https://cdn2.philibertnet.com/571461-large_default/mantis.jpg,https://th.bing.com/th?id=OIP.lmwyhwkn6Lvc9lYPo4am6AHaHa&w=250&h=250&c=8&rs=1&qlt=90&o=6&pid=3.1&rm=2
Branle-Bas de Wombat,"Elan Lee, Matthew Inman, Cory O'Brien",Exploding Kittens,3 à 6 joueurs,7 ans,30 mn,Ambiance,,Animaux,Branle-Bas de Wombat est un jeu de dextérité qui mêle coopération et perfidie ! Tentez de bâtir trois tours avant que les adversaires ne les détruisent !,https://cdn3.philibertnet.com/571414-thickbox_default/branle-bas-de-wombat.jpg,https://th.bing.com/th?id=OIP.lmwyhwkn6Lvc9lYPo4am6AHaHa&w=250&h=250&c=8&rs=1&qlt=90&o=6&pid=3.1&rm=2
Jooky Jooky,Koby Ben-Aroush,Synapse Game,2 à 5 joueurs,6 ans,30 mn,Tout public,https://www.dropbox.com/s/pjj7c9xtdvmp32i/FR-JookyJooky-Rulebook-web.pdf?dl=0,Chasse aux cafards,"Dans Jooky Jooky, les joueurs observent la carte défi dévoilée et doivent être le plus rapide à taper sur Jooky le cafard ou sur la bonne carte, avec leur tapette.",https://cdn3.philibertnet.com/572151-large_default/jooky-jooky.jpg,https://jeuxsynapsesgames.com/wp-content/themes/synapses-games/images/synapses-games-logo.svg
Mow,Bruno Cathala,Hurrican Games,2 à 10 joueurs,7 ans,45 mn,Tout public,https://hurricangames.com/wp-content/uploads/hurrican-games-mow-regles.pdf,Animaux,"L’herbe est verte, une légère brise s’est levée et le soleil va bientôt se coucher. Il est temps de rassembler les vaches pour les ramener à l’étable. Mais certaines sont infestées de mouches… et on n’aime pas les mouches! Evitez d’en avoir trop si vous voulez être le joueur préféré de ces majestueuses créatures.",https://cdn2.philibertnet.com/554899-large_default/mow-boite-a-meuh-.jpg,https://hurricangames.com/wp-content/uploads/2022/07/hurricangames-logo-coin-850x650-1.png
Challengers,"Johannes Krenner, Markus Slawitscheck",Zman Games,1 à 8 joueurs,10 ans,45 mn,Tout public,https://cdn.1j1ju.com/medias/25/dc/8b-challengers-regle.pdf,Sports,"Challengers est un jeu interactif de deck building avec un mode de jeu de tournoi original pour 1 à 8 joueurs. Jouez individuellement ou avec un groupe d'amis ! À chaque tour, chaque joueur améliore son deck avec de nouveaux personnages et affronte de nouveaux adversaires. Les deux joueurs les plus populaires participeront ensuite à la finale pour une délicieuse victoire !",https://cdn2.philibertnet.com/571745-large_default/challengers.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkfQW3S6WIGLNV2P4_dFdIx3kXyBNTH_UzhKqWbpeAXw&s
Chronicles of avel,Przemek Wojtkowiak,Rebel Studio,1 à 4 joueurs,8 ans,120 mn,Tout public,https://cdn.1j1ju.com/medias/f5/ce/a6-chronicles-of-avel-regle.pdf,"Médiéval, Fantastique",Chronicles of Avel est un jeu de société coopératif pour toute la famille. Incarnez de courageux héros et héroïnes dont la mission est de sauver votre pays magique.,https://cdn3.philibertnet.com/554827-large_default/chronicles-of-avel.jpg,https://cf.geekdo-images.com/UIiwFsGSvHccjqu0701soQ__itemrep/img/r9KY44PIt1BI3jLjSSY941HRxMA=/fit-in/246x300/filters:strip_icc()/pic5913945.png
Gardiens des saisons,"Anaïs Raynaud, Julien Sentis",Space Cow,2 à 4 joueurs,7 ans,45 mn,Tout public,https://www.spacecow.fr/_files/ugd/59baa2_8c5a38593e394ade8e05f18686504895.pdf,"Fantastique, Animaux",Gardiens des Saisons est un jeu coopératif et familial composé de 5 aventures rejouables.,https://cdn3.philibertnet.com/570347-large_default/gardiens-des-saisons.jpg,https://plateaumarmots.fr/wp-content/uploads/2018/07/Logo_Space_Cow.jpg
Attrape-Monstres,Justin De Witt,Space Cow,1 à 4 joueurs,4 ans,20 mn,Enfants,https://cdn.1j1ju.com/medias/32/04/07-attrape-monstres-regle.pdf,"Médiéval, Fantastique",Dans Attrape-Monstres les joueurs jouent tous ensemble afin d’arrêter les monstres avant qu’ils n’atteignent le château. Ce jeu familial coopératif permettra aux jeunes joueurs d’appréhender les formes et les couleurs.,https://cdn3.philibertnet.com/518953-large_default/attrape-monstres.jpg,https://plateaumarmots.fr/wp-content/uploads/2018/07/Logo_Space_Cow.jpg
Skull,Hervé Marly,Space Cowboy,3 à 6 joueurs,10 ans,30 mn,Tout public,https://cdn.1j1ju.com/medias/b0/ce/d0-skull-regle.pdf,Divers,Défiez vos amis avec le jeu de bluff Skull Silver ! Fleur ou tête de mort ? Semez le doute chez vos adversaires dans ce jeu décalé aussi simple qu'efficace.,https://cdn1.philibertnet.com/235191-large_default/skull-silver.jpg,https://cf.geekdo-images.com/ZyCgVPxUdzSg4dUx5cCzVw__itemrep/img/buWc8E5B89nx-iiKoKscBEfhziE=/fit-in/246x300/filters:strip_icc()/pic2617614.png
sonic super teams,Max Gerchambeau,Zygomatic,2 à 4 joueurs,7 ans,30 mn,Tout public,https://regles2jeux.fr/wp-content/uploads/2022/12/Sonic-super-team-regle.pdf,Jeu vidéo,"Sonic Super Teams est un jeu de course palpitant au rythme effréné. Choisissez votre équipe et jouez avec les personnages emblématiques de Sonic. Boostez votre équipe avec les anneaux dorés, et utilisez des pics pour piéger et ralentir vos adversaires. Soyez la première équipe à franchir la ligne d'arrivée pour gagner",https://cdn3.philibertnet.com/547672-large_default/sonic-super-teams.jpg,https://www.zygomatic-games.com/wp-content/uploads/2022/03/logo_zygomatic_couleur.jpg
dobble connect,,Zygomatic,2 à 8 joueurs,8 ans,30 mn,Tout public,,Vie quotidienne,Trouvez la paire et alignez les hexagones ! Jouez à Dobble en équipes ! Retrouvez le seul symbole commun et aligner 4 cartes. De nouvelles règles amusantes pour s'amuser en famille ou entre amis !,https://cdn1.philibertnet.com/570384-large_default/dobble-connect.jpg,https://www.zygomatic-games.com/wp-content/uploads/2022/03/logo_zygomatic_couleur.jpg
Chromino,Louis Abraham,Asmodee,1 à 8 joueurs,7 ans,,Tout public,https://www.letempledujeu.fr/IMG/pdf/as-chro04.pdf,Abstrait,Chromino est une captivante variante du jeu de domino utilisant les couleurs pour troubler l'esprit et la réflexion des joueurs. Un jeu simple de tactique et d'observation.,https://cdn2.philibertnet.com/322655-large_default/chromino-.jpg,https://cdn.svc.asmodee.net/production-asmodeefr/uploads/2021/06/asmodee-logo.svg
Tokaido duo,Antoine Bauza,Fun Forge,2 joueurs,8 ans,45 mn,Tout public,https://cdn.1j1ju.com/medias/89/43/16-tokaido-duo-regle.pdf,Voyage (Japon),"Tokaido Duo est la version pour deux joueurs du célèbre jeu Tokaido. Incarnez trois voyageurs, sur l'île japonaise de Shikoku et marquez le plus de points et optimisant leurs déplacements. Un jeu d'Antoine Bauza, illustré par Naiade",https://cdn2.philibertnet.com/552577-large_default/tokaido-duo.jpg,https://www.funforge.fr/public/images/logo-funforge-small.png
Tokaido duo,Antoine Bauza,Fun Forge,2 joueurs,8 ans,45 mn,Tout public,https://cdn.1j1ju.com/medias/89/43/16-tokaido-duo-regle.pdf,Voyage (Japon),"Tokaido Duo est la version pour deux joueurs du célèbre jeu Tokaido. Incarnez trois voyageurs, sur l'île japonaise de Shikoku et marquez le plus de points et optimisant leurs déplacements. Un jeu d'Antoine Bauza, illustré par Naiade",https://cdn2.philibertnet.com/552577-large_default/tokaido-duo.jpg,https://www.funforge.fr/public/images/logo-funforge-small.png
Look at the stars,Romain Caterdjian,Bombyx,2 à 8 joueurs,8 ans,25 mn,Tout public,https://cdn.1j1ju.com/medias/7f/4c/ef-look-at-the-stars-regle.pdf,Espace,"La nuit est belle et étoilée. Et si vous en dessiniez les constellations avant que le jour se lève ? Si chaque joueur verra les différentes parties des constellations de la même manière, il y a fort à parier pour que celles-ci ne soient pas positionnées à l'identique dans le ciel à la fin de la nuit...",https://cdn1.philibertnet.com/552795-large_default/look-at-the-stars.jpg,https://studiobombyx.com/wp-content/themes/bombyx/images/bombyx-logo.svg
Seas salt and paper,"Théo Riviere, Bruno Cathala",Bombyx,2 à 4 joueurs,8 ans,25 mn,Tout public,https://cdn.1j1ju.com/medias/fb/b7/b4-sea-salt-paper-regle.pdf,"Navigation, Océan","Sea Salt & Paper est un jeu de cartes basé sur la mécanique du stop-ou-encore. Constituez votre main, jouez vos effets, prenez l'initiative de stopper la manche. Pour tenter d'optimiser vos points, oserez-vous accorder aux autres un dernier tour ?",https://cdn2.philibertnet.com/552792-large_default/sea-salt-paper.jpg,https://studiobombyx.com/wp-content/themes/bombyx/images/bombyx-logo.svg
Seas salt and paper,"Théo Riviere, Bruno Cathala",Bombyx,2 à 4 joueurs,8 ans,25 mn,Tout public,https://cdn.1j1ju.com/medias/fb/b7/b4-sea-salt-paper-regle.pdf,"Navigation, Océan","Sea Salt & Paper est un jeu de cartes basé sur la mécanique du stop-ou-encore. Constituez votre main, jouez vos effets, prenez l'initiative de stopper la manche. Pour tenter d'optimiser vos points, oserez-vous accorder aux autres un dernier tour ?",https://cdn2.philibertnet.com/552792-large_default/sea-salt-paper.jpg,https://studiobombyx.com/wp-content/themes/bombyx/images/bombyx-logo.svg
Dice Throne S2- Tacticien vs Chasseresse,"Nate Chatellier, Manny Trembley",Lucky Duck Games,2 joueurs,8 ans,45 mn,Tout public,https://y8t6p8a4.map2.ssl.hwcdn.net/downloads/December2021/ef709e5503792b610048b0ddb1b0875c.pdf,"Fantastique, Médiéval","Dans Dice Throne, affrontez-vous dans un combat épique ! Dice Throne est un jeu compétitif ou en équipe, proposant des combats à base de dés et de pouvoirs spécifiques à chaque personnage. Dans cette première boite vous incarnerez le Barbare ou l'Elfe Lunaire dans un combat épique ! Chaque année, le Roi Fou organise un tournoi de champions, avec comme enjeu le plus grand prix qu’un héros pourrait remporter : le Trône. Serez-vous assez audacieux pour le prendre ? Choisissez le héros qui vous attire le plus, certains sont plus complexes à prendre en main, mais ils sont tous aussi forts les uns que les autres !",https://y8t6p8a4.map2.ssl.hwcdn.net/shop-products/July2022/Dice_Throne2_2_3Dbox_FR_lowres.png,https://y8t6p8a4.map2.ssl.hwcdn.net/img/luckyduck-logo.png
Dice Throne S2- As de la gâchette vs Samouraï,"Nate Chatellier, Manny Trembley",Lucky Duck Games,2 joueurs,8 ans,45 mn,Tout public,https://y8t6p8a4.map2.ssl.hwcdn.net/downloads/March2023/3eefb678ebe409394f2ee7c17a06348a.pdf,"Fantastique, Médiéval","Dans Dice Throne, affrontez-vous dans un combat épique ! Dice Throne est un jeu compétitif ou en équipe, proposant des combats à base de dés et de pouvoirs spécifiques à chaque personnage. Dans cette première boite vous incarnerez le Barbare ou l'Elfe Lunaire dans un combat épique ! Chaque année, le Roi Fou organise un tournoi de champions, avec comme enjeu le plus grand prix qu’un héros pourrait remporter : le Trône. Serez-vous assez audacieux pour le prendre ? Choisissez le héros qui vous attire le plus, certains sont plus complexes à prendre en main, mais ils sont tous aussi forts les uns que les autres !",https://y8t6p8a4.map2.ssl.hwcdn.net/shop-products/July2022/Dice_Throne2_1_3Dbox_FR_lowres.png,https://y8t6p8a4.map2.ssl.hwcdn.net/img/luckyduck-logo.png
Buurn,"David Simiand, Pierre Voye",Don't Panic Games,3 à 5 joueurs,10 ans,45 mn,Ambiance,https://www.dontpanicgames.com/static/Rulebook%20BUURN%20FR.pdf,Alimentation,Buurn est un jeu d’enchères et de collection dans lequel vous devrez récupérer les meilleurs ingrédients pour contenter le cartel !,https://cdn2.philibertnet.com/572208-thickbox_default/buurn.jpg,https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png
Let’s Summon Demons,Ben Stoll,Don't Panic Games,2 à 5 joueurs,14 ans,30 mn,Ambiance,https://www.dontpanicgames.com/static/LETS_SUMMON_RULES_FR.pdf,"Démons, Humour","Saurez-vous invoquer les plus puissants des Démons ? Les enfants du quartier s’ennuient rapidement le mercredi après-midi… Pourquoi ne pas leur proposer une activité adaptée à leur âge ? Invoquer des démons ! Ça a l’air fun : collecter des âmes, recruter des enfants et des animaux du voisinage… mais ne vous attachez pas trop à vos nouveaux amis car vous devrez rapidement les sacrifier pour invoquer de très méchants démons ! Soyez le premier à invoquer 3 démons tout en ayant 10 âmes dans votre réserve pour gagner la partie. Plongez dans l’univers rétro, hilarant et décalé de Steven Rhodes !",https://cdn2.philibertnet.com/555734-thickbox_default/lets-summon-demons.jpg,https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png
Ça Suffit !,Alexandre Poye,Don't Panic Games,4 à 8 joueurs,8 ans,30 mn,Ambiance,https://www.dontpanicgames.com/static/CA_SUFFIT_RULES_FR.pdf,"Ecole, Cancres, Humour","C’est la rentrée ! Cette année la maîtresse a tiré le gros lot ! Brutes épaisses, Copieurs, fayots, fils à papa et pleurnicheurs en tout genre multiplient les forfaits. Qui a balancé de la nourriture à la cantine ? Qui a dévissé la chaise de la maîtresse ? Qui a enfoncé un chewing gum dans la serrure ? La maîtresse n’en peut plus, et c’est VOUS qu’elle accuse ! Dans un temps imparti que vous ne connaissez pas, utilisez vos cartes pour vous dédouaner et accuser les autres joueurs. Attention ! Les cartes “personnages” vous permettront d’agir de manière différente sur le jeu ! Le délai mystère est écoulé et c’est à votre tour ? Et bien, petit plaisantin, vous êtes puni ! Parce que, hein, ÇA SUFFIT !",https://cdn2.philibertnet.com/537659-thickbox_default/ca-suffit-.jpg,https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png
Hunch !,Nomas Kurnia,Don't Panic Games,3 à 6 joueurs,10 ans,45 mn,Ambiance,https://www.dontpanicgames.com/static/Hunch_Rulebook_FR_.pdf,Mots,* Essayez de faire deviner vos mots secrets aux autres en utilisant habilement des indices. * Mais attention : vous devez pour cela utiliser uniquement les indices créés par les autres joueurs. * Faites deviner vos mots et devinez ceux des autres en étant créatif et perspicace !*,https://cdn3.philibertnet.com/571348-thickbox_default/hunch-.jpg,https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png
Tisseurs de Rêves,Konstantin Domashev,Don't Panic Games,2 à 4 joueurs,10 ans,45 mn,Enfants,https://www.dontpanicgames.com/static/TISSEURS_DE_REVES_FR_Rulebook.pdf,Rêves,"Le Marchand de Sable a disparu, laissant ainsi nos nuits sans songes. Aidez les Tisseurs de rêves à les reconstruire au mieux, et rétablir ainsi l’équilibre nocturne. – Récupérez les éléments oniriques et agencez-les selon leurs attributs dans votre zone de jeu, chaque nouvelle strate multiplie vos points. – Gênez vos adversaires en déplaçant astucieusement les Tisseurs tout en gérant vos ressources pour optimiser votre score final !",https://cdn3.philibertnet.com/571364-thickbox_default/tisseurs-de-reves.jpg,https://www.dontpanicgames.com/wp-content/uploads/2021/01/logo-dpg-m.png
Namiji,Antoine Bauza,Fun Forge,2 à 5 joueurs,8 ans,45 mn,Tout public,https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5995,"Japon, Mer","Namiji, jeu d'Antoine Bauza, est le successeur de Tokaido et se déroule dans le même univers. Dans Namiji, vous partirez en bateau de pêche et découvrirez nombre de merveilles marines.",https://cdn1.philibertnet.com/552535-thickbox_default/namiji.jpg,https://www.funforge.fr/public/images/logo-funforge-small.png
A la Folie !,Romain Caterdjian,Bioviva,2 à 6 joueurs,8 ans,20 mn,Enfants,https://www.youtube.com/watch?v=906GJXihlsg&list=TLGGHqZ2V4mRfSgzMTAzMjAyMw&t=77s,Découverte des autres,"Dans ce jeu coopératif, les joueurs dès 8 ans tentent de deviner les goûts de leurs proches. En famille ou entre amis, au petit-déj’ ou à l’apéro… Dans À la folie, révélez-vous au travers de 112 situations et découvrez des facettes méconnues et surprenantes de la personnalité des autres joueurs !",https://www.bioviva.com/3176-large_default/a-la-folie.jpg,https://www.bioviva.com/themes/bioviva/assets/svg/bioviva-logo.svg
Time Collector,"Florian Sirieix, Maréva Beauchamps",Lubee,2 à 4 joueurs,10 ans,45 mn,Tout public,https://www.play-in.com/pdf/rules_games/time_collectors_-_regles_fr.pdf,"Fantaisie, Science Fiction","Grâce à l’invention de la machine à voyager dans le temps, il est désormais possible d’explorer notre planète passée. Une nouvelle génération d’explorateurs peut désormais partir à la découverte des richesses disparues. À l’aide de leur « holographeur temporel », ils collectionnent les merveilles du passé ; on les appelle les « TIME COLLECTORS ».",https://cdn3.philibertnet.com/570340-large_default/time-collectors.jpg,https://www.lubee-edition.com/cdn/storage/localized-configs-files/LJz3N8a74XM4CQHwa/original/LJz3N8a74XM4CQHwa.png
TTMC 2: Tu Te Re-Mets Combien?,,Les éditions de base,2 à 10 joueurs,14 ans,30 mn,Ambiance,https://cdn.1j1ju.com/medias/6b/53/7d-ttmc-tu-te-mets-combien-regle.pdf,Abstrait,TTMC revient avec 4028 nouvelles questions réparties en 540 cartes. Soyez toujours le premier à parcourir le plateau en répondant aux questions posées en vous auto-évaluant de 1 à 10.,https://www.tutemetscombien.fr/wp-content/uploads/2022/07/PIXIEGAMES_TTMC2_FACE-small-300x300.png,http://www.tutemetscombien.fr/wp-content/uploads/2018/06/logo-TTMC-accroche.png
Feu de camp,Rob Sparks,Matagot,2 à 6 joueurs,8 ans,10 mn,Ambiance,https://boardgamegeek.com/filepage/198072/tinderblox-rulebook,Concours de feu de camp,Vous participez à un concours du plus beau feu de camps et il vous faudra jouer avec le feu. Plus vous prendrez de risques pour l'embellir plus vous risquerez de le perdre ! Aurez vous les nerfs assez solides ? Piochez une carte et respecter les éléments et les contraintes demandés. Utilisez la pince pour saisir les éléments Allumez le feu mais ne vous brûlez pas !,https://matagot-friends.com/france/5649-home_default/tinderblox-fr.jpg,https://matagot-friends.com/france/img/matagot-friends-france-logo-16612714232.jpg
Space Aztecs,Romaric Galonnier,Lumberjack,2 à 5 joueurs,8 ans,15 mn,Tout public,https://cdn.1j1ju.com/medias/d0/fb/d7-space-aztecs-regle.pdf,"Aventure, Sciences Fiction",Les extra-terrestres attaquent ! Votre responsabilité de dirigeante de cité aztèque est de réunir vos habitants et les protéger d’un kidnapping imminent. La meilleure à cette tâche remportera la partie.,https://blackrockgames.fr/upload/cache/id:83psEngxwqAAAAAAAAAzzww480h320.jpeg,https://lumberjacks-studio.com/wp-content/uploads/2022/06/Logo-Site-final.png
Legacy of the crown,,KPM Studios,1 à 6 joueurs,14 ans,120 mn,Jeu de rôle,,"Angleterre victorienne, Steampunk",,https://www.legacyofthecrown.com/images/title.webp,https://legacyofthecrown.com/images/title.webp
Match Super Mario,,Winning Moves,2 joueurs,4 ans,20 mn,Enfants,https://www.winningmoves.fr/wp-content/uploads/regles/3700126905964.pdf,Super Mario,"Joue avec tes personnages préférés de l’univers Mario. Choisis un des 15 personnages de Super Mario issus du célèbre jeu vidéo de Nintendo, comme Luigi, Princesse Daisy, Yoshi, Toad, Boo ou encore Bowser, et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/3700126905964_1.jpg,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Match Animal Crossing,,Winning Moves,2 joueurs,4 ans,20 mn,Enfants,https://www.winningmoves.fr/wp-content/uploads/regles/5036905044950.pdf,Animal Crossing,"Joue avec tes personnages préférés de l’univers d’Animal Crossing ! Choisis un des 15 personnages issus du célèbre jeu vidéo de Nintendo, comme Tom Nook, Kéké Laglisse, Marie, Rounard, Gyroïde ou encore Follet,  et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905044950_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Match Mickey et ses amis,,Winning Moves,2 joueurs,4 ans,20 mn,Enfants,,Mickey,"Joue avec tes personnages préférés issus de l’univers de Mickey et ses amis, retrouve Donald, Minnie, Dingo, Daisy ou encore Pluto !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905048170_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Match Harry Potter,,Winning Moves,2 joueurs,4 ans,20 mn,Enfants,https://www.winningmoves.fr/wp-content/uploads/regles/5036905038034.pdf,Harry Potter,"Joue avec tes sorciers préférés de la saga Harry Potter. Choisis un des 15 personnages issus de l’univers Harry Potter, comme Ron, Hermione, Dobby, Drago Malefoy, Luna Lovegood, Rubeus Hagrid ou encore Albus Dumbledore,  et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905038034_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Top Trumps Battle Mat Dragon Ball Super,,Winning Moves,2 joueurs,6 ans,20 mn,Tout public,https://regle.escaleajeux.fr/toptr_rg.pdf,Dragon Ball,Jouez avec vos personnages favoris du Top Trumps Dragon Ball Super dans ce jeu de cartes stratégique sur plateau ! Choisissez judicieusement vos caractéristiques et remportez un maximum de batailles pour gagner la partie !,https://www.winningmoves.fr/wp-content/uploads/2021/07/5036905040730_2.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Top Trumps One Piece,,Winning Moves,2 à 6 joueurs,6 ans,10 mn,Enfants,,One Piece (manga),"Retrouvez les personnages de votre manga favori, l’équipage de Luffy, ses alliés et ses ennemis comme Nami, Usopp, Hody Jones, Arlong, Perona ou encore Nico Robin !",https://www.winningmoves.fr/wp-content/uploads/2022/07/FR_CaseVisual_OnePiece_2022_TTStnd_1200x1200.jpg,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Top Trumps Naruto Shippuden,,Winning Moves,2 à 6 joueurs,6 ans,10 mn,Enfants,https://regle.escaleajeux.fr/toptr_rg.pdf,Naruto,"Retrouvez les ninjas de votre manga préféré, leurs alliés et leurs ennemis comme Sasuke, Itachi, Shikamaru, Gaara, Orochimaru, Pain ou encore Obito !",https://www.winningmoves.fr/wp-content/uploads/5036905039727_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Top Trumps Star Wars The Mandalorian,,Winning Moves,2 à 6 joueurs,12 ans,10 mn,Enfants,https://regle.escaleajeux.fr/toptr_rg.pdf,"Star Wars, Mandalorien","Retrouvez vos personnages préférés comme Grogu, IG-11, Stormtroopers, Boba Fett, le Mythrol, Death Troopers Impériaux ou encore Madame Crapaud.",https://www.winningmoves.fr/wp-content/uploads/5036905046930_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
Top Trumps Marvel Cinematic Universe,,Winning Moves,2 à 6 joueurs,6 ans,10 mn,Enfants,https://regle.escaleajeux.fr/toptr_rg.pdf,Marvel,"Retrouvez les Avengers, leurs alliés et leurs ennemis, comme Groot, Iron Man, Crâne Rouge, Le Soldat de l’Hiver, Nick Fury ou encore Thor",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905039284_1.png,https://www.winningmoves.fr/wp-content/uploads/2022/04/Logo-Winning-Moves.png
DGT Pegasus,,DGT,2 joueurs,8 ans,60 mn,Classiques,,Echecs,"Découvrez le premier plateau d'échec dédié au jeu en ligne. DGT Pegasus va changer le jeu d'échec en ligne. Pas d'écran, seule reste l'impression de jouer de jouer de façon naturelle. Après vous être connecté à un adversaire, vous pouvez mettre votre téléphone de côté et vous concentrer pleinement sur votre plateau. Vous verrez les déplacements de votre adversaire grâce à des anneaux de LED sur le plateau. ",https://cdn1.philibertnet.com/535990-thickbox_default/echiquier-dgt-pegasus.jpg,https://digitalgametechnology.com/assets/images/logo.svg?id=1c0ecdaa94b1caeac615
